fid,GID_0,COUNTRY,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,SIS_RegionName,ToSplit
35,AGO,Angola,AGO.1_1,Bengo,NA,NA,Província,Province,1,AO.BO,AO-BGO,Angola,NA
36,AGO,Angola,AGO.2_1,Benguela,Benguella,NA,Província,Province,2,AO.BG,AO-BGU,Angola,NA
37,AGO,Angola,AGO.3_1,Bié,NA,NA,Província,Province,3,AO.BI,NA,Angola,NA
38,AGO,Angola,AGO.4_1,Cabinda,NA,NA,Província,Province,4,AO.CB,AO-CAB,Cabinda,NA
39,AGO,Angola,AGO.5_1,Cuando Cubango,NA,NA,Província,Province,5,AO.CC,AO-CCU,Angola,NA
40,AGO,Angola,AGO.6_1,Cuanza Norte,Cuanza-Nord|Kwanza Norte,NA,Província,Province,6,AO.CN,NA,Angola,NA
41,AGO,Angola,AGO.7_1,Cuanza Sul,Cuanza-Sud|Kwanza Sul,NA,Província,Province,7,AO.CS,NA,Angola,NA
42,AGO,Angola,AGO.8_1,Cunene,NA,NA,Província,Province,8,AO.CU,AO-CNN,Angola,NA
43,AGO,Angola,AGO.9_1,Huambo,NA,NA,Província,Province,9,AO.HM,AO-HUA,Angola,NA
44,AGO,Angola,AGO.10_1,Huíla,NA,NA,Província,Province,10,AO.HL,NA,Angola,NA
45,AGO,Angola,AGO.11_1,Luanda,Loanda,NA,Província,Province,11,AO.LU,AO-LUA,Angola,NA
46,AGO,Angola,AGO.12_1,Lunda Norte,NA,NA,Província,Province,12,AO.LN,NA,Angola,NA
47,AGO,Angola,AGO.13_1,Lunda Sul,NA,NA,Província,Province,13,AO.LS,NA,Angola,NA
48,AGO,Angola,AGO.14_1,Malanje,Malange,NA,Província,Province,14,AO.ML,NA,Angola,NA
49,AGO,Angola,AGO.15_1,Moxico,NA,NA,Província,Province,15,AO.MX,AO-MOX,Angola,NA
50,AGO,Angola,AGO.16_1,Namibe,Moçâmedes|Mossamedes,NA,Província,Province,16,AO.NA,AO-NAM,Angola,NA
51,AGO,Angola,AGO.17_1,Uíge,NA,NA,Província,Province,17,AO.UI,NA,Angola,NA
52,AGO,Angola,AGO.18_1,Zaire,NA,NA,Província,Province,18,AO.ZA,AO-ZAI,Angola,NA
100,ARG,Argentina,ARG.1_1,Buenos Aires,Baires|Buenos Ayres,NA,Provincia,Province,NA,AR.BA,AR-B,Buenos Aires,NA
101,ARG,Argentina,ARG.2_1,Catamarca,NA,NA,Provincia,Province,NA,AR.CT,AR-K,Catamarca,NA
102,ARG,Argentina,ARG.3_1,Chaco,El Chaco|Presidente Juan Peron,NA,Provincia,Province,NA,AR.CC,AR-H,Chaco,NA
103,ARG,Argentina,ARG.4_1,Chubut,NA,NA,Provincia,Province,NA,AR.CH,AR-U,Chubut,NA
104,ARG,Argentina,ARG.5_1,Ciudad de Buenos Aires,BUENOS AIRES D.F.|Capital Federa,NA,Distrito Federal,Federal District,NA,AR.DF,NA,Argentina Distrito Federal,NA
105,ARG,Argentina,ARG.6_1,Córdoba,Cordova,NA,Provincia,Province,NA,AR.CB,NA,C�rdoba,NA
106,ARG,Argentina,ARG.7_1,Corrientes,NA,NA,Provincia,Province,NA,AR.CN,AR-W,Corrientes,NA
107,ARG,Argentina,ARG.8_1,Entre Ríos,Entre-Rios,NA,Provincia,Province,NA,AR.ER,NA,Entre R�os,NA
108,ARG,Argentina,ARG.9_1,Formosa,NA,NA,Provincia,Province,NA,AR.FM,AR-P,Formosa,NA
109,ARG,Argentina,ARG.10_1,Jujuy,NA,NA,Provincia,Province,NA,AR.JY,AR-Y,Jujuy,NA
110,ARG,Argentina,ARG.11_1,La Pampa,El Pampa|Eva Perón,NA,Provincia,Province,NA,AR.LP,AR-L,La Pampa,NA
111,ARG,Argentina,ARG.12_1,La Rioja,NA,NA,Provincia,Province,NA,AR.LR,AR-F,La Rioja,NA
112,ARG,Argentina,ARG.13_1,Mendoza,NA,NA,Provincia,Province,NA,AR.MZ,AR-M,Mendoza,NA
113,ARG,Argentina,ARG.14_1,Misiones,Missões,NA,Provincia,Province,NA,AR.MN,AR-N,Misiones,NA
114,ARG,Argentina,ARG.15_1,Neuquén,Neuquén,NA,Provincia,Province,NA,AR.NQ,NA,Neuqu�n,NA
115,ARG,Argentina,ARG.16_1,Río Negro,NA,NA,Provincia,Province,NA,AR.RN,NA,Rio Negro,NA
116,ARG,Argentina,ARG.17_1,Salta,NA,NA,Provincia,Province,NA,AR.SA,AR-A,Salta,NA
117,ARG,Argentina,ARG.18_1,San Juan,NA,NA,Provincia,Province,NA,AR.SJ,AR-J,San Juan,NA
118,ARG,Argentina,ARG.19_1,San Luis,NA,NA,Provincia,Province,NA,AR.SL,AR-D,San Luis,NA
119,ARG,Argentina,ARG.20_1,Santa Cruz,NA,NA,Provincia,Province,NA,AR.SC,AR-Z,Santa Cruz,NA
120,ARG,Argentina,ARG.21_1,Santa Fe,Santa Fé,NA,Provincia,Province,NA,AR.SF,AR-S,Santa F�,NA
121,ARG,Argentina,ARG.22_1,Santiago del Estero,NA,NA,Provincia,Province,NA,AR.SE,AR-G,Santiago del Estero,NA
122,ARG,Argentina,ARG.23_1,Tierra del Fuego,Feuerland|Terra del Fuoco|Terre,NA,Provincia,Province,NA,AR.TF,AR-V,Tierra del Fuego,NA
123,ARG,Argentina,ARG.24_1,Tucumán,Tucumão,NA,Provincia,Province,NA,AR.TM,NA,Tucum�n,NA
124,ARM,Armenia,ARM.1_1,Aragatsotn,Aragacot'n,Արագածոտն|Арагацотн,Marz,Province,NA,AM.AG,NA,Armenia,NA
125,ARM,Armenia,ARM.2_1,Ararat,NA,Արարատ|Арарат,Marz,Province,NA,AM.AR,AM-AR,Armenia,NA
126,ARM,Armenia,ARM.3_1,Armavir,NA,Արմավիր|Армавир,Marz,Province,NA,AM.AV,AM-AV,Armenia,NA
127,ARM,Armenia,ARM.4_1,Erevan,Yerevan,Երևան|Ереван,Kaghak,City,NA,AM.ER,AM-ER,Armenia,NA
128,ARM,Armenia,ARM.5_1,Gegharkunik,Gelark'unik',Գեղարքունիք|Гегаркуник,Marz,Province,NA,AM.GR,NA,Armenia,NA
129,ARM,Armenia,ARM.6_1,Kotayk,Kotaik|Kotayk',Կոտայք|Котайк,Marz,Province,NA,AM.KT,NA,Armenia,NA
130,ARM,Armenia,ARM.7_1,Lori,Loṙi,Լոռի|Лори,Marz,Province,NA,AM.LO,AM-LO,Armenia,NA
131,ARM,Armenia,ARM.8_1,Shirak,Širak,Շիրակ|Ширак,Marz,Province,NA,AM.SH,NA,Armenia,NA
132,ARM,Armenia,ARM.9_1,Syunik,Syunik',Սյունիք|Сюник,Marz,Province,NA,AM.SU,NA,Armenia,NA
133,ARM,Armenia,ARM.10_1,Tavush,Tavuš,Տավուշ|Тавуш,Marz,Province,NA,AM.TV,NA,Armenia,NA
134,ARM,Armenia,ARM.11_1,Vayots Dzor,Vayoc'Jor,Վայոց Ձոր|Вайоц Дзор,Marz,Province,NA,AM.VD,NA,Armenia,NA
135,ASM,American Samoa,ASM.1_1,Eastern,NA,NA,District,District,NA,AS.ET,NA,American Samoa,NA
136,ASM,American Samoa,ASM.2_1,Manu'a,NA,NA,District,District,NA,AS.MA,NA,American Samoa,NA
137,ASM,American Samoa,ASM.3_1,Unorganized,NA,NA,District,District,NA,AS.UU,NA,Swains Is.,NA
138,ASM,American Samoa,ASM.4_1,Western,NA,NA,District,District,NA,AS.WT,NA,American Samoa,NA
139,ATF,French Southern Territories,ATF.1_1,Îles Crozet,Crozet Islands,NA,District,District,NA,TF.CR,NA,Crozet Is.,NA
140,ATF,French Southern Territories,ATF.2_1,Îles Éparses,Glorioso Islands,NA,District,District,NA,NA,NA,Mozambique Channel Is.,NA
141,ATF,French Southern Territories,ATF.3_1,Îles Saint Paul et Amsterdam,St. Paul and Amsterdam islands,NA,District,District,NA,TF.AS,NA,Amsterdam-St. Paul Is.,NA
142,ATF,French Southern Territories,ATF.4_1,Kerguelen,NA,NA,District,District,NA,TF.KG,NA,Kerguelen,NA
151,AUS,Australia,AUS.1_1,Ashmore and Cartier Islands,NA,NA,Territory,Territory,12,AU.AS,NA,Ashmore-Cartier Is.,NA
152,AUS,Australia,AUS.2_1,Australian Capital Territory,NA,NA,Territory,Territory,8,AU.AC,AU-ACT,Australian Capital Territory,NA
153,AUS,Australia,AUS.3_1,Coral Sea Islands Territory,NA,NA,Territory,Territory,11,AU.CR,NA,Coral Sea Is. Territory,NA
154,AUS,Australia,AUS.4_1,Jervis Bay Territory,NA,NA,Territory,Territory,10,AU.JB,NA,New South Wales,NA
155,AUS,Australia,AUS.5_1,New South Wales,NA,NA,State,State,1,AU.NS,AU-NSW,New South Wales,1
156,AUS,Australia,AUS.6_1,Northern Territory,NA,NA,Territory,Territory,7,AU.NT,AU-NT,Northern Territory,NA
157,AUS,Australia,AUS.7_1,Queensland,NA,NA,State,State,3,AU.QL,AU-QLD,Queensland,NA
158,AUS,Australia,AUS.8_1,South Australia,NA,NA,State,State,4,AU.SA,AU-SA,South Australia,NA
159,AUS,Australia,AUS.9_1,Tasmania,NA,NA,State,State,6,AU.TS,AU-TAS,Tasmania,1
160,AUS,Australia,AUS.10_1,Victoria,NA,NA,State,State,2,AU.VI,AU-VIC,Victoria,NA
161,AUS,Australia,AUS.11_1,Western Australia,NA,NA,State,State,5,AU.WA,AU-WA,Western Australia,NA
171,AZE,Azerbaijan,AZE.1_1,Absheron,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
172,AZE,Azerbaijan,AZE.2_1,Aran,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
173,AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
174,AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
175,AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
176,AZE,Azerbaijan,AZE.6_1,Lankaran,NA,NA,İqtisadi Rayonu,Region,NA,NA,AZ-LA,Azerbaijan,NA
177,AZE,Azerbaijan,AZE.7_1,Nakhchivan,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Nakhichevan,NA
178,AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
179,AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
180,AZE,Azerbaijan,AZE.10_1,Yukhari-Karabakh,NA,NA,İqtisadi Rayonu,Region,NA,NA,NA,Azerbaijan,NA
213,BES,"Bonaire, Sint Eustatius and Saba",BES.1_1,Bonaire,NA,NA,Caribisch openbaar lichaam,Municipality,NA,NA,BQ-BO,Bonaire,NA
214,BES,"Bonaire, Sint Eustatius and Saba",BES.2_1,Saba,NA,NA,Caribisch openbaar lichaam,Municipality,NA,NA,BQ-SA,Saba,NA
215,BES,"Bonaire, Sint Eustatius and Saba",BES.3_1,Sint Eustatius,NA,NA,Caribisch openbaar lichaam,Municipality,NA,NA,BQ-SE,Sint Eustatius,NA
339,BRA,Brazil,BRA.1_1,Acre,NA,NA,Estado,State,NA,BR.AC,BR-AC,Acre,NA
340,BRA,Brazil,BRA.2_1,Alagoas,NA,NA,Estado,State,NA,BR.AL,BR-AL,Alagoas,NA
341,BRA,Brazil,BRA.3_1,Amapá,NA,NA,Estado,State,NA,BR.AP,NA,Amap�,NA
342,BRA,Brazil,BRA.4_1,Amazonas,Amazone,NA,Estado,State,NA,BR.AM,BR-AM,Amazonas,NA
343,BRA,Brazil,BRA.5_1,Bahia,Ba¡a,NA,Estado,State,NA,BR.BA,BR-BA,Bahia,NA
344,BRA,Brazil,BRA.6_1,Ceará,NA,NA,Estado,State,NA,BR.CE,NA,Cear�,NA
345,BRA,Brazil,BRA.7_1,Distrito Federal,NA,NA,Distrito Federal,Federal District,NA,BR.DF,BR-DF,Bras�lia Distrito Federal,NA
346,BRA,Brazil,BRA.8_1,Espírito Santo,Espiritu Santo,NA,Estado,State,NA,BR.ES,NA,Esp�rito Santo,NA
347,BRA,Brazil,BRA.9_1,Goiás,Goiáz|Goyáz,NA,Estado,State,NA,BR.GO,NA,Goi�s,1
348,BRA,Brazil,BRA.10_1,Maranhão,São Luíz de Maranhão,NA,Estado,State,NA,BR.MA,NA,Maranh�o,NA
349,BRA,Brazil,BRA.12_1,Mato Grosso,Matto Grosso,NA,Estado,State,NA,BR.MT,BR-MT,Mato Grosso,NA
350,BRA,Brazil,BRA.11_1,Mato Grosso do Sul,NA,NA,Estado,State,NA,BR.MS,BR-MS,Mato Grosso do Sul,NA
351,BRA,Brazil,BRA.13_1,Minas Gerais,Minas|Minas Geraes,NA,Estado,State,NA,BR.MG,BR-MG,Minas Gerais,NA
352,BRA,Brazil,BRA.14_1,Pará,NA,NA,Estado,State,NA,BR.PA,NA,Par�,NA
353,BRA,Brazil,BRA.15_1,Paraíba,Parahyba,NA,Estado,State,NA,BR.PB,NA,Para�ba,NA
354,BRA,Brazil,BRA.16_1,Paraná,NA,NA,Estado,State,NA,BR.PR,NA,Paran�,NA
355,BRA,Brazil,BRA.17_1,Pernambuco,Pernambouc,NA,Estado,State,NA,BR.PE,BR-PE,Pernambuco,1
356,BRA,Brazil,BRA.18_1,Piauí,Piauhy,NA,Estado,State,NA,BR.PI,NA,Piau�,NA
357,BRA,Brazil,BRA.19_1,Rio de Janeiro,NA,NA,Estado,State,NA,BR.RJ,BR-RJ,Rio de Janeiro,NA
358,BRA,Brazil,BRA.20_1,Rio Grande do Norte,NA,NA,Estado,State,NA,BR.RN,BR-RN,Rio Grande do Norte,NA
359,BRA,Brazil,BRA.21_1,Rio Grande do Sul,NA,NA,Estado,State,NA,BR.RS,BR-RS,Rio Grande do Sul,NA
360,BRA,Brazil,BRA.22_1,Rondônia,Guaporé,NA,Estado,State,NA,BR.RO,NA,Rond�nia,NA
361,BRA,Brazil,BRA.23_1,Roraima,Rio Branco,NA,Estado,State,NA,BR.RR,BR-RR,Roraima,NA
362,BRA,Brazil,BRA.24_1,Santa Catarina,Santa Catharina,NA,Estado,State,NA,BR.SC,BR-SC,Santa Catarina,NA
363,BRA,Brazil,BRA.25_1,São Paulo,NA,NA,Estado,State,NA,BR.SP,NA,S�o Paulo,NA
364,BRA,Brazil,BRA.26_1,Sergipe,NA,NA,Estado,State,NA,BR.SE,BR-SE,Sergipe,NA
365,BRA,Brazil,BRA.27_1,Tocantins,NA,NA,Estado,State,NA,BR.TO,BR-TO,Tocantins,NA
434,CAN,Canada,CAN.1_1,Alberta,NA,NA,Province,Province,48,CA.AB,CA-AB,Alberta,NA
435,CAN,Canada,CAN.2_1,British Columbia,Colombie britannique|New Caledon,NA,Province,Province,59,CA.BC,CA-BC,British Columbia,NA
436,CAN,Canada,CAN.3_1,Manitoba,NA,NA,Province,Province,46,CA.MB,CA-MB,Manitoba,NA
437,CAN,Canada,CAN.4_1,New Brunswick,Nouveau-Brunswick|Acadia,NA,Province,Province,13,CA.NB,CA-NB,New Brunswick,NA
438,CAN,Canada,CAN.5_1,Newfoundland and Labrador,Newfoundland|Terre-Neuve|Terre-N,NA,Province,Province,10,CA.NF,CA-NL,Newfoundland and Labrador,1
439,CAN,Canada,CAN.6_1,Northwest Territories,Territoires du Nord-Ouest,NA,Territoire,Territory,61,CA.NT,CA-NT,Northwest Territories,NA
440,CAN,Canada,CAN.7_1,Nova Scotia,Acadia|Nouvelle-Écosse,NA,Province,Province,12,CA.NS,CA-NS,Nova Scotia,NA
441,CAN,Canada,CAN.8_1,Nunavut,NA,NA,Territoire,Territory,62,CA.NU,CA-NU,Nunavut,NA
442,CAN,Canada,CAN.9_1,Ontario,Upper Canada,NA,Province,Province,35,CA.ON,CA-ON,Ontario,NA
443,CAN,Canada,CAN.10_1,Prince Edward Island,Île de Saint-Jean|Île du Prince-,NA,Province,Province,11,CA.PE,CA-PE,Prince Edward I.,NA
444,CAN,Canada,CAN.11_1,Québec,Lower Canada,NA,Province,Province,24,CA.QC,NA,Qu�bec,NA
445,CAN,Canada,CAN.12_1,Saskatchewan,NA,NA,Province,Province,47,CA.SK,CA-SK,Saskatchewan,NA
446,CAN,Canada,CAN.13_1,Yukon,Yukon Territory|Territoire du Yu,NA,Territoire,Territory,60,CA.YT,CA-YT,Yukon,NA
473,CHL,Chile,CHL.2_1,Antofagasta,NA,NA,Región,Region,II,CL.AN,CL-AN,Antofagasta,NA
474,CHL,Chile,CHL.3_1,Araucanía,Araucanie|La Araucanía,NA,Región,Region,IX,CL.AR,NA,La Araucania,NA
475,CHL,Chile,CHL.4_1,Arica y Parinacota,NA,NA,Región,Region,XV,CL.AP,CL-AP,Arica y Parinacota (Absent_SIS),NA
476,CHL,Chile,CHL.5_1,Atacama,NA,NA,Región,Region,III,CL.AT,CL-AT,Atacama,NA
477,CHL,Chile,CHL.1_1,Aysén del General Ibañez del Cam,Aisén|Aysén|Aisén del General Ca,NA,Región,Region,XI,CL.AI,NA,Ais�n,NA
478,CHL,Chile,CHL.6_1,Bío-Bío,Bíobío,NA,Región,Region,VIII,CL.BI,NA,Biob��o,NA
479,CHL,Chile,CHL.7_1,Coquimbo,NA,NA,Región,Region,IV,CL.CO,CL-CO,Coquimbo,NA
480,CHL,Chile,CHL.8_1,Libertador General Bernardo O'Hi,Libertador,NA,Región,Region,VI,CL.LI,NA,O'Higgins,NA
481,CHL,Chile,CHL.9_1,Los Lagos,Os Lagos,NA,Región,Region,X,CL.LL,CL-LL,Los Lagos,NA
482,CHL,Chile,CHL.10_1,Los Ríos,NA,NA,Región,Region,XIV,CL.LR,NA,Los Rios (Absent_SIS),NA
483,CHL,Chile,CHL.11_1,Magallanes y Antártica Chilena,Magalhães|Magellan et Antarctiqu,NA,Región,Region,XII,CL.MA,NA,Magallanes,NA
484,CHL,Chile,CHL.12_1,Maule,NA,NA,Región,Region,VII,CL.ML,CL-ML,Maule,NA
485,CHL,Chile,CHL.13_1,Ñuble,NA,NA,Región,Region,XVI,CL.NB,NA,Nuble (Absent_SIS),NA
486,CHL,Chile,CHL.14_1,Santiago Metropolitan,Región Metropolitana|Région Metr,NA,Región Metropolitana,Metropolian Region,RM,CL.RM,NA,Santiago,NA
487,CHL,Chile,CHL.15_1,Tarapacá,NA,NA,Región,Region,I,CL.TA,NA,Tarapac�,NA
488,CHL,Chile,CHL.16_1,Valparaíso,Aconcagua,NA,Región,Region,V,CL.VS,NA,Valpara�so,1
489,CHN,China,CHN.1_1,Anhui,Ānhuī,安徽|安徽,Shěng,Province,NA,CN.AH,CN-AH,Anhui,NA
490,CHN,China,CHN.2_1,Beijing,Běijīng,北京|北京,Zhíxiáshì,Municipality,NA,CN.BJ,CN-BJ,Beijing,NA
491,CHN,China,CHN.3_1,Chongqing,Chóngqìng,重慶|重庆,Zhíxiáshì,Municipality,NA,CN.CQ,CN-CQ,Chongqing,NA
492,CHN,China,CHN.4_1,Fujian,Fújiàn,福建,Shěng,Province,NA,CN.FJ,CN-FJ,Fujian,NA
493,CHN,China,CHN.5_1,Gansu,Gānsù,甘肅|甘肃,Shěng,Province,NA,CN.GS,CN-GS,Gansu,NA
494,CHN,China,CHN.6_1,Guangdong,Guǎngdōng,廣東|广东,Shěng,Province,NA,CN.GD,CN-GD,Guangdong,NA
495,CHN,China,CHN.7_1,Guangxi,Guǎngxī Zhuàngzú,廣西壯族自治區|广西壮族自治区,Zìzhìqu,Autonomous Region,NA,CN.GX,NA,Guangxi,NA
496,CHN,China,CHN.8_1,Guizhou,Gùizhōu,貴州|贵州,Shěng,Province,NA,CN.GZ,CN-GZ,Guizhou,NA
497,CHN,China,CHN.9_1,Hainan,Hǎinán,海南,Shěng,Province,NA,CN.HA,CN-HI,Hainan,NA
498,CHN,China,CHN.10_1,Hebei,Héběi,河北,Shěng,Province,NA,CN.HB,CN-HE,Hebei,NA
499,CHN,China,CHN.11_1,Heilongjiang,Hēilóngjiāng,黑龙江省|黑龍江省,Shěng,Province,NA,CN.HL,CN-HL,Heilongjiang,NA
500,CHN,China,CHN.12_1,Henan,Hénán,河南,Shěng,Province,NA,CN.HE,CN-HA,Henan,NA
501,CHN,China,CHN.HKG,Hong Kong,NA,NA,Special Administrative Region,Special Administrative Region,NA,HK,NA,SHOULD BE INDEPENDENT,1
502,CHN,China,CHN.13_1,Hubei,Húběi,湖北,Shěng,Province,NA,CN.HU,CN-HB,Hubei,NA
503,CHN,China,CHN.14_1,Hunan,Húnán,湖南,Shěng,Province,NA,CN.HN,CN-HN,Hunan,NA
504,CHN,China,CHN.15_1,Jiangsu,Jiāngsū,江蘇|江苏,Shěng,Province,NA,CN.JS,CN-JS,Jiangsu,NA
505,CHN,China,CHN.16_1,Jiangxi,Jiāngxī,江西,Shěng,Province,NA,CN.JX,CN-JX,Jiangxi,NA
506,CHN,China,CHN.17_1,Jilin,Jílín,吉林,Shěng,Province,NA,CN.JL,CN-JL,Jilin,NA
507,CHN,China,CHN.18_1,Liaoning,Liáoníng,遼寧|辽宁,Shěng,Province,NA,CN.LN,CN-LN,Liaoning,NA
508,CHN,China,CHN.MAC,Macau,NA,NA,Special Administrative Region,Special Administrative Region,NA,MO,NA,SHOULD BE INDEPENDENT,1
509,CHN,China,CHN.19_1,Nei Mongol,Inner Mongol|Nèiměnggǔ,內蒙古自治區|内蒙古自治区,Zìzhìqu,Autonomous Region,NA,CN.NM,CN-NM,Nei Mongol,NA
510,CHN,China,CHN.20_1,Ningxia Hui,Níngxià Húizú,寧夏回族自治區|宁夏回族自治区,Zìzhìqu,Autonomous Region,NA,CN.NX,NA,Ningxia,NA
511,CHN,China,CHN.21_1,Qinghai,Qīnghǎi,青海,Shěng,Province,NA,CN.QH,CN-QH,Qinghai,NA
512,CHN,China,CHN.22_1,Shaanxi,Shǎnxī,陝西|陕西,Shěng,Province,NA,CN.SA,CN-SN,Shaanxi,NA
513,CHN,China,CHN.23_1,Shandong,Shāndōng,山東|山东,Shěng,Province,NA,CN.SD,CN-SD,Shandong,NA
514,CHN,China,CHN.24_1,Shanghai,Shànghǎi,上海|上海,Zhíxiáshì,Municipality,NA,CN.SH,CN-SH,Shanghai,NA
515,CHN,China,CHN.25_1,Shanxi,Shānxī,山西,Shěng,Province,NA,CN.SX,CN-SX,Shanxi,NA
516,CHN,China,CHN.26_1,Sichuan,Sìchuān,四川,Shěng,Province,NA,CN.SC,CN-SC,Sichuan,NA
517,CHN,China,CHN.27_1,Tianjin,Tiānjīn,天津|天津,Zhíxiáshì,Municipality,NA,CN.TJ,CN-TJ,Tianjin,NA
518,CHN,China,CHN.28_1,Xinjiang Uygur,Xīnjiāng Wéiwúěr,新疆維吾爾自治區|新疆维吾尔自治区,Zìzhìqu,Autonomous Region,NA,CN.XJ,CN-XJ,Xinjiang,NA
519,Z02,China,Z02.28_1,Xinjiang Uygur,Xīnjiāng Wéiwúěr,新疆維吾爾自治區|新疆维吾尔自治区,Zìzhìqu,Autonomous Region,NA,CN.XJ,NA,Xinjiang,NA
520,Z03,China,Z03.28_1,Xinjiang Uygur,Xīnjiāng Wéiwúěr,新疆維吾爾自治區|新疆维吾尔自治区,Zìzhìqu,Autonomous Region,NA,CN.XJ,NA,Xinjiang,NA
521,CHN,China,CHN.29_1,Xizang,Tibet|Xīzàng,西藏自治區|西藏自治区,Zìzhìqu,Autonomous Region,NA,CN.XZ,CN-XZ,Tibet [or Xizang],NA
522,Z03,China,Z03.29_1,Xizang,Tibet|Xīzàng,西藏自治區|西藏自治区,Zìzhìqu,Autonomous Region,NA,CN.XZ,NA,Tibet [or Xizang],NA
523,Z08,China,Z08.29_1,Xizang,Tibet|Xīzàng,西藏自治區|西藏自治区,Zìzhìqu,Autonomous Region,NA,CN.XZ,NA,Tibet [or Xizang],NA
524,CHN,China,CHN.30_1,Yunnan,Yúnnán,雲南|云南,Shěng,Province,NA,CN.YN,CN-YN,Yunnan,NA
525,CHN,China,CHN.31_1,Zhejiang,Zhèjiāng,浙江,Shěng,Province,NA,CN.ZJ,CN-ZJ,Zhejiang,NA
588,COK,Cook Islands,COK.1_1,Aitutaki,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
589,COK,Cook Islands,COK.2_1,Atiu,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
590,COK,Cook Islands,COK.3_1,Mangaia,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
591,COK,Cook Islands,COK.4_1,Manihiki,NA,NA,Island Council,Island Council,NA,NA,NA,Manihiki Is.,NA
592,COK,Cook Islands,COK.5_1,Mauke,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
593,COK,Cook Islands,COK.6_1,Mitiaro,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
594,COK,Cook Islands,COK.7_1,Palmerston,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
595,COK,Cook Islands,COK.8_1,Penhryn,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
596,COK,Cook Islands,COK.9_1,Pukapuka,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
597,COK,Cook Islands,COK.10_1,Rakahanga,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
598,COK,Cook Islands,COK.11_1,Rarotonga,NA,NA,Island Council,Island Council,NA,NA,NA,Cook Is.,NA
599,COL,Colombia,COL.1_2,Amazonas,NA,NA,Comisaría,Commissiary,NA,CO.AM,CO-AMA,Colombia (mainland),NA
600,COL,Colombia,COL.2_2,Antioquia,NA,NA,Departamento,Department,NA,CO.AN,CO-ANT,Colombia (mainland),NA
601,COL,Colombia,COL.3_2,Arauca,NA,NA,Intendencia,Intendancy,NA,CO.AR,CO-ARA,Colombia (mainland),NA
602,COL,Colombia,COL.4_2,Atlántico,NA,NA,Departamento,Department,NA,CO.AT,NA,Colombia (mainland),NA
603,COL,Colombia,COL.5_2,Bogotá D.C.,Distrito Capital de Bogotá,NA,Distrito Capital,Capital District,NA,CO.DC,NA,Colombia (mainland),NA
604,COL,Colombia,COL.6_2,Bolívar,NA,NA,Departamento,Department,NA,CO.BL,NA,Colombia (mainland),NA
605,COL,Colombia,COL.7_2,Boyacá,NA,NA,Departamento,Department,NA,CO.BY,NA,Colombia (mainland),NA
606,COL,Colombia,COL.8_2,Caldas,NA,NA,Departamento,Department,NA,CO.CL,CO-CAL,Colombia (mainland),NA
607,COL,Colombia,COL.9_2,Caquetá,NA,NA,Intendencia,Intendancy,NA,CO.CQ,NA,Colombia (mainland),NA
608,COL,Colombia,COL.10_2,Casanare,NA,NA,Intendencia,Intendancy,NA,CO.CS,CO-CAS,Colombia (mainland),NA
609,COL,Colombia,COL.11_2,Cauca,NA,NA,Departamento,Department,NA,CO.CA,CO-CAU,Colombia (mainland),NA
610,COL,Colombia,COL.12_2,Cesar,El Cesar,NA,Departamento,Department,NA,CO.CE,CO-CES,Colombia (mainland),NA
611,COL,Colombia,COL.13_2,Chocó,NA,NA,Departamento,Department,NA,CO.CH,NA,Colombia (mainland),NA
612,COL,Colombia,COL.14_2,Córdoba,NA,NA,Departamento,Department,NA,CO.CO,NA,Colombia (mainland),NA
613,COL,Colombia,COL.15_2,Cundinamarca,NA,NA,Departamento,Department,NA,CO.CU,CO-CUN,Colombia (mainland),NA
614,COL,Colombia,COL.16_2,Guainía,Guania,NA,Comisaría,Commissiary,NA,CO.GN,NA,Colombia (mainland),NA
