fid,GID_0,COUNTRY,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,SIS_RegionName,ToSplit
3376,UKR,Ukraine,UKR.20_1,Sevastopol',Sebastopol|Aqyar,Севастополь,Autonomous Republic,Autonomous Republic,NA,UA.SC,NA,Ukraine (main part),NA
3377,UKR,Ukraine,UKR.21_1,Sumy,NA,Сумська,Oblast',Region,NA,UA.SM,NA,Ukraine (main part),NA
3378,UKR,Ukraine,UKR.22_1,Ternopil',Ternopol|Ternopol',Тернопільська,Oblast',Region,NA,UA.TP,NA,Ukraine (main part),NA
3379,UKR,Ukraine,UKR.24_1,Vinnytsya,Vinnytsia|Vinnitskaya Oblast'|Vi,Вінницька,Oblast',Region,NA,UA.VI,NA,Ukraine (main part),NA
3380,UKR,Ukraine,UKR.25_1,Volyn,Volhynia|Volyns'ka Oblast'|Volyn,Волинська,Oblast',Region,NA,UA.VO,NA,Ukraine (main part),NA
3381,UKR,Ukraine,UKR.23_1,Zakarpattia,Transcarpathia|Ruthenia|Zakarpat,Закарпатська,Oblast',Region,NA,UA.ZK,NA,Ukraine (main part),NA
3382,UKR,Ukraine,UKR.26_1,Zaporizhia,Zaporizhzhya|Saporoshje|Zaporizh,Запорізька,Oblast',Region,NA,UA.ZP,NA,Ukraine (main part),NA
3383,UKR,Ukraine,UKR.27_1,Zhytomyr,Zhitomir|Jitomir|Shitomir|Zhitom,Житомирська,Oblast',Region,NA,UA.ZT,NA,Ukraine (main part),NA
3384,UMI,United States Minor Outlying Isl,UMI.1_1,Baker,NA,NA,Island,Island,NA,NA,NA,Howland-Baker Is.,NA
3385,UMI,United States Minor Outlying Isl,UMI.2_1,Howland,NA,NA,Island,Island,NA,NA,NA,Howland-Baker Is.,NA
3386,UMI,United States Minor Outlying Isl,UMI.3_1,Jarvis island,NA,NA,Island,Island,NA,NA,NA,US Line Is.,NA
3387,UMI,United States Minor Outlying Isl,UMI.4_1,Johnston,NA,NA,Atoll,Atoll,NA,NA,NA,Johnston I.,NA
3388,UMI,United States Minor Outlying Isl,UMI.5_1,Kingman Reef,NA,NA,Reef,Reef,NA,NA,NA,US Line Is.,NA
3389,UMI,United States Minor Outlying Isl,UMI.6_1,Midway,NA,NA,Island,Island,NA,NA,NA,Midway Is.,NA
3390,UMI,United States Minor Outlying Isl,UMI.7_1,Navassa,NA,NA,Island,Island,NA,NA,NA,SHOULD BE PUERTO RICO,NA
3391,UMI,United States Minor Outlying Isl,UMI.8_1,Palmyra,NA,NA,Atoll,Atoll,NA,NA,NA,US Line Is.,NA
3392,UMI,United States Minor Outlying Isl,UMI.9_1,Wake,NA,NA,Island,Island,NA,NA,NA,Wake Is.,NA
3412,USA,United States,USA.1_1,Alabama,AL|Ala.,NA,State,State,NA,US.AL,US-AL,Alabama,NA
3413,USA,United States,USA.2_1,Alaska,AK|Alaska,NA,State,State,NA,US.AK,US-AK,Alaska,1
3414,USA,United States,USA.3_1,Arizona,AZ|Ariz.,NA,State,State,NA,US.AZ,US-AZ,Arizona,NA
3415,USA,United States,USA.4_1,Arkansas,AR|Ark.,NA,State,State,NA,US.AR,US-AR,Arkansas,NA
3416,USA,United States,USA.5_1,California,CA|Calif.,NA,State,State,NA,US.CA,US-CA,California,NA
3417,USA,United States,USA.6_1,Colorado,CO|Colo.,NA,State,State,NA,US.CO,US-CO,Colorado,NA
3418,USA,United States,USA.7_1,Connecticut,CT|Conn.,NA,State,State,NA,US.CT,US-CT,Connecticut,NA
3419,USA,United States,USA.8_1,Delaware,DE|Del.,NA,State,State,NA,US.DE,US-DE,Delaware,NA
3420,USA,United States,USA.9_1,District of Columbia,DC|D.C.,NA,Federal District,Federal District,NA,US.DC,US-DC,District of Columbia,NA
3421,USA,United States,USA.10_1,Florida,FL|Fla.,NA,State,State,NA,US.FL,US-FL,Florida,NA
3422,USA,United States,USA.11_1,Georgia,GA|Ga.,NA,State,State,NA,US.GA,US-GA,Georgia,NA
3423,USA,United States,USA.12_1,Hawaii,HI|Hawaii,NA,State,State,NA,US.HI,US-HI,Hawaiian Is.,NA
3424,USA,United States,USA.13_1,Idaho,ID|Idaho,NA,State,State,NA,US.ID,US-ID,Idaho,NA
3425,USA,United States,USA.14_1,Illinois,IL|Ill.,NA,State,State,NA,US.IL,US-IL,Illinois,NA
3426,USA,United States,USA.15_1,Indiana,IN|Ind.,NA,State,State,NA,US.IN,US-IN,Indiana,NA
3427,USA,United States,USA.16_1,Iowa,IA|Iowa,NA,State,State,NA,US.IA,US-IA,Iowa,NA
3428,USA,United States,USA.17_1,Kansas,KS|Kans.,NA,State,State,NA,US.KS,US-KS,Kansas,NA
3429,USA,United States,USA.18_1,Kentucky,Commonwealth of Kentucky|KY,NA,State,State,NA,US.KY,US-KY,Kentucky,NA
3430,USA,United States,USA.19_1,Louisiana,LA,NA,State,State,NA,US.LA,US-LA,Louisiana,NA
3431,USA,United States,USA.20_1,Maine,ME|Maine,NA,State,State,NA,US.ME,US-ME,Maine,NA
3432,USA,United States,USA.21_1,Maryland,MD,NA,State,State,NA,US.MD,US-MD,Maryland,NA
3433,USA,United States,USA.22_1,Massachusetts,Commonwealth of Massachusetts|MA,NA,State,State,NA,US.MA,US-MA,Massachusetts,NA
3434,USA,United States,USA.23_1,Michigan,MI|Mich.,NA,State,State,NA,US.MI,US-MI,Michigan,NA
3435,USA,United States,USA.24_1,Minnesota,MN|Minn.,NA,State,State,NA,US.MN,US-MN,Minnesota,NA
3436,USA,United States,USA.25_1,Mississippi,MS|Miss.,NA,State,State,NA,US.MS,US-MS,Mississippi,NA
3437,USA,United States,USA.26_1,Missouri,MO,NA,State,State,NA,US.MO,US-MO,Missouri,NA
3438,USA,United States,USA.27_1,Montana,MT|Mont.,NA,State,State,NA,US.MT,US-MT,Montana,NA
3439,USA,United States,USA.28_1,Nebraska,NE|Nebr.,NA,State,State,NA,US.NE,US-NE,Nebraska,NA
3440,USA,United States,USA.29_1,Nevada,NV|Nev.,NA,State,State,NA,US.NV,US-NV,Nevada,NA
3441,USA,United States,USA.30_1,New Hampshire,NH|N.H.,NA,State,State,NA,US.NH,US-NH,New Hampshire,NA
3442,USA,United States,USA.31_1,New Jersey,NJ|N.J.,NA,State,State,NA,US.NJ,US-NJ,New Jersey,NA
3443,USA,United States,USA.32_1,New Mexico,NM|N.M.,NA,State,State,NA,US.NM,US-NM,New Mexico,NA
3444,USA,United States,USA.33_1,New York,NY|N.Y.,NA,State,State,NA,US.NY,US-NY,New York,NA
3445,USA,United States,USA.34_1,North Carolina,NC|N.C.,NA,State,State,NA,US.NC,US-NC,North Carolina,NA
3446,USA,United States,USA.35_1,North Dakota,ND|N.D.,NA,State,State,NA,US.ND,US-ND,North Dakota,NA
3447,USA,United States,USA.36_1,Ohio,OH|Ohio,NA,State,State,NA,US.OH,US-OH,Ohio,NA
3448,USA,United States,USA.37_1,Oklahoma,OK|Okla.,NA,State,State,NA,US.OK,US-OK,Oklahoma,NA
3449,USA,United States,USA.38_1,Oregon,OR|Ore.,NA,State,State,NA,US.OR,US-OR,Oregon,NA
3450,USA,United States,USA.39_1,Pennsylvania,Commonwealth of Pennsylvania|PA,NA,State,State,NA,US.PA,US-PA,Pennsylvania,NA
3451,USA,United States,USA.40_1,Rhode Island,State of Rhode Island and Provid,NA,State,State,NA,US.RI,US-RI,Rhode Island,NA
3452,USA,United States,USA.41_1,South Carolina,SC|S.C.,NA,State,State,NA,US.SC,US-SC,South Carolina,NA
3453,USA,United States,USA.42_1,South Dakota,SD|S.D.,NA,State,State,NA,US.SD,US-SD,South Dakota,NA
3454,USA,United States,USA.43_1,Tennessee,TN|Tenn.,NA,State,State,NA,US.TN,US-TN,Tennessee,NA
3455,USA,United States,USA.44_1,Texas,TX|Tex.,NA,State,State,NA,US.TX,US-TX,Texas,NA
3456,USA,United States,USA.45_1,Utah,UT,NA,State,State,NA,US.UT,US-UT,Utah,NA
3457,USA,United States,USA.46_1,Vermont,VT,NA,State,State,NA,US.VT,US-VT,Vermont,NA
3458,USA,United States,USA.47_1,Virginia,VA,NA,State,State,NA,US.VA,US-VA,Virginia,NA
3459,USA,United States,USA.48_1,Washington,WA|Wash.,NA,State,State,NA,US.WA,US-WA,Washington,NA
3460,USA,United States,USA.49_1,West Virginia,WV|W.Va.,NA,State,State,NA,US.WV,US-WV,West Virginia,NA
3461,USA,United States,USA.50_1,Wisconsin,WI|Wis.,NA,State,State,NA,US.WI,US-WI,Wisconsin,NA
3462,USA,United States,USA.51_1,Wyoming,WY|Wyo.,NA,State,State,NA,US.WY,US-WY,Wyoming,NA
3601,XKO,Kosovo,XKO.1_1,Đakovica,NA,NA,Okrug,District,NA,NA,NA,Kosovo,NA
3602,XKO,Kosovo,XKO.2_1,Gnjilane,NA,NA,Okrug,District,NA,NA,NA,Kosovo,NA
3603,XKO,Kosovo,XKO.3_1,Kosovska Mitrovica,NA,NA,Okrug,District,NA,RS.KM,NA,Kosovo,NA
3604,XKO,Kosovo,XKO.4_1,Pećki,Peć,Пећки,Okrug,District,NA,RS.PE,NA,Kosovo,NA
3605,XKO,Kosovo,XKO.5_1,Pristina,NA,NA,Okrug,District,NA,NA,NA,Kosovo,NA
3606,XKO,Kosovo,XKO.6_1,Prizren,NA,NA,Okrug,District,NA,RS.PZ,NA,Kosovo,NA
3607,XKO,Kosovo,XKO.7_1,Uroševac,NA,NA,Okrug,District,NA,NA,NA,Kosovo,NA
3608,YEM,Yemen,YEM.1_1,`Adan,Aden,عدن,Muhafazah,Governorate,24,YE.AD,NA,South Yemen,NA
3609,YEM,Yemen,YEM.2_1,Abyan,NA,أبين,Muhafazah,Governorate,12,YE.AB,YE-AB,South Yemen,NA
3610,YEM,Yemen,YEM.3_1,Al Bayda',Albaidah|Al Baidha|Al-Baydha|Al,البيضاء,Muhafazah,Governorate,14,YE.BA,YE-BA,North Yemen,NA
3611,YEM,Yemen,YEM.4_1,Al Dali',Al Dhale'e,الضالع,Muhafazah,Governorate,30,YE.DL,NA,North Yemen,NA
3612,YEM,Yemen,YEM.5_1,Al Hudaydah,Al Hodeida|Al-Hodeidah|Al Hudaid,الحديده,Muhafazah,Governorate,18,YE.HU,YE-HU,North Yemen,NA
3613,YEM,Yemen,YEM.6_1,Al Jawf,Al Jouf|Aljowf|Jawf,الجوف,Muhafazah,Governorate,16,YE.JA,NA,North Yemen,NA
3614,YEM,Yemen,YEM.7_1,Al Mahrah,Al Ghaydah|Al-Mahara|Almaharah|a,المهره,Muhafazah,Governorate,28,YE.MR,YE-MR,South Yemen,NA
3615,YEM,Yemen,YEM.8_1,Al Mahwit,Almahweet|Mahweet,المحويت,Muhafazah,Governorate,27,YE.MW,YE-MW,North Yemen,NA
3616,YEM,Yemen,YEM.9_1,Amanat Al Asimah,NA,أمانة العاصمة,Muhafazah,Governorate,13,NA,NA,North Yemen,NA
3617,YEM,Yemen,YEM.10_1,Amran,'Amran,عمران,Muhafazah,Governorate,29,YE.AM,NA,North Yemen,NA
3618,YEM,Yemen,YEM.11_1,Dhamar,NA,ذمار,Muhafazah,Governorate,20,YE.DH,YE-DH,North Yemen,NA
3619,YEM,Yemen,YEM.12_1,Hadramawt,Hadhramaut|Hadhramawt|Hadhramout,حضرموت,Muhafazah,Governorate,19,YE.HD,YE-HD,South Yemen,1
3620,YEM,Yemen,YEM.13_1,Hajjah,Hajja,حجه,Muhafazah,Governorate,17,YE.HJ,YE-HJ,North Yemen,NA
3621,YEM,Yemen,YEM.14_1,Ibb,NA,إب,Muhafazah,Governorate,11,YE.IB,YE-IB,North Yemen,NA
3622,YEM,Yemen,YEM.15_1,Lahij,Laheg|Lahej|Lahj|Tuban,لحج,Muhafazah,Governorate,25,YE.LA,YE-LA,South Yemen,NA
3623,YEM,Yemen,YEM.16_1,Ma'rib,Mareb|Marib,مأرب,Muhafazah,Governorate,26,YE.MA,YE-MA,North Yemen,NA
3624,YEM,Yemen,YEM.17_1,Raymah,NA,ريمة,Muhafazah,Governorate,31,NA,NA,North Yemen,NA
3625,YEM,Yemen,YEM.18_1,Sa`dah,Sa'ada|Saadah|Sa'da|Saidah|Sa'ad,صعدة,Muhafazah,Governorate,22,YE.SD,NA,North Yemen,NA
3626,YEM,Yemen,YEM.19_1,San`a',Sana'a,صنعاء,City,City,23,YE.SN,NA,North Yemen,NA
3627,YEM,Yemen,YEM.20_1,Shabwah,Shabwa|Shibwah|Ataq,شبوة,Muhafazah,Governorate,21,YE.SH,YE-SH,South Yemen,NA
3628,YEM,Yemen,YEM.21_1,Ta`izz,Taez|Taiz|Taizz,تعز,Muhafazah,Governorate,15,YE.TA,NA,North Yemen,NA
3629,ZAF,South Africa,ZAF.1_1,Eastern Cape,Oos-Kaap,NA,Provinsie,Province,EC,ZA.EC,ZA-EC,Eastern Cape Province,NA
3630,ZAF,South Africa,ZAF.2_1,Free State,Orange Free State|Vrystaat,NA,Provinsie,Province,FS,ZA.FS,ZA-FS,Free State,NA
3631,ZAF,South Africa,ZAF.3_1,Gauteng,Pretoria/Witwatersrand/Vaal,NA,Provinsie,Province,GT,ZA.GT,ZA-GP,Gauteng,NA
3632,ZAF,South Africa,ZAF.4_1,KwaZulu-Natal,Natal and Zululand,NA,Provinsie,Province,KZN,ZA.NL,NA,KwaZulu-Natal,NA
3633,ZAF,South Africa,ZAF.5_1,Limpopo,Noordelike Provinsie|Northern Tr,NA,Provinsie,Province,LIM,ZA.NP,ZA-LP,Limpopo Province,NA
3634,ZAF,South Africa,ZAF.6_1,Mpumalanga,Eastern Transvaal,NA,Provinsie,Province,MP,ZA.MP,ZA-MP,Mpumalanga,NA
3635,ZAF,South Africa,ZAF.7_1,North West,North-West|Noordwes,NA,Provinsie,Province,NW,ZA.NW,NA,North-West Province,NA
3636,ZAF,South Africa,ZAF.8_1,Northern Cape,Noord-Kaap,NA,Provinsie,Province,NC,ZA.NC,ZA-NC,Northern Cape Province,NA
3637,ZAF,South Africa,ZAF.9_1,Western Cape,Wes-Kaap,NA,Provinsie,Province,WC,ZA.WC,ZA-WC,Western Cape,NA
